Var1,Freq
"Greece:Epirus, Ioannina, Gamila (Timfi Gebirge)",1
"Greece:Epirus, Ioannina, Ioannina, Kentriko Zagori, Vitsa",1
"Greece:Epirus, Ioannina, Ioannina, Konitsa",1
"Greece:Epirus, Ioannina, Konitsa S 18km, Monodendri",1
"Greece:Epirus, Ioannina, mount Pindos, Agia Paraskevi 2 km W",1
"Greece:Epirus, Ioannina, Pindos Mts., 20 km N of Konitsa",1
"Greece:Epirus, Ioannina, Timfi Mountains, Vradeto vic.",1
"Greece:Epirus, Ioannina, Timfristos (Pindos Gebirge) Schilift",1
"Greece:Epirus, Ioannina, Vikos Gorge",1
"Greece:Epirus, Joannina, Platanoussa N side",1
"Greece:Epirus, Lake Kalodiki",1
"Greece:Epirus, Lichtf., Mesovouni S Ioannina",1
"Greece:Epirus, Meteora, Road Kalambaka Vlahava",1
"Greece:Epirus, Metsovo NW 19km, Vovoussa SW 7km",1
"Greece:Epirus, Mount Tsoukarela",1
"Greece:Epirus, Mt. Timfi",1
"Greece:Epirus, Mt. Timfi, 1700 m",1
"Greece:Epirus, Nomos Ioannina, Konitsa SE 15km, Aristi SE 2km",1
"Greece:Epirus, Pindos Gebirge, Katara Pass",1
"Greece:Epirus, Prov. Ioannina, Gamila (Timfi Gebirge)",1
"Greece:Epirus, S Igoumenitsa, Patraia, W. Boehmer leg 1996",1
"Greece:Epirus, Salaora sw. Arta",1
"Greece:Epirus, Thesprotia Sivota",1
"Greece:Epirus, Thesprotia, Fascomilia",1
"Greece:Epirus, Thesprotia, Joannina, Mt. Tymphi, Zagoria",1
"Greece:Epirus, Thesprotis, Argirotopos",1
"Greece:Epirus, Thessalien, Katarapass, n. Metsovon",1
"Greece:Epirus, Tsumerka Mts., Theodoriana S 6.3 km",1
"Greece:Epirus, Tzoumerka, above Aoos River",1
Greece:Epirus: Mt. Timfi,1
Greece:Eptalophos N Parnassos,1
Greece:Erasino stream,1
Greece:Evia Island,1
"Greece:Evia, Faros",1
"Greece:Evia, Fylla",1
"Greece:Evia, Xerovouni",1
Greece:Evinos river near Trikofro,1
"Greece:Evoia Island, Marmari",1
"Greece:Evritania, Sterea Elada, Pindos Mts., near Karapenision, Mt. Timfristos",1
"Greece:Evros Delta, ca. 25 km E Alexandroupolis",1
"Greece:Evros Delta, Lutrous, G. Manganelli leg. 10.5.2000",1
"Greece:Evros Delta, Monolimi Lagoon",1
"Greece:Evros, Dadia",1
Greece:Evros:Gianuli,1
Greece:Evvia,1
Greece:Evvoia,1
Greece:Exochori,1
"Greece:Falakro Mountain (2200m), Thraki",1
"Greece:Falakro Mountain, Thraki",1
Greece:Falakro Mt.,1
Greece:Falakron Oros,1
"Greece:Filiates, Thesprotia",1
Greece:Florina (Prespes),1
"Greece:Florina, Amindeon",1
"Greece:Florina, Karies",1
"Greece:Florina, NNE of Pisoderi, 21.2558333333333degrees E, 40.8033333333333degrees N",1
Greece:Fokida,1
"Greece:Fokida, Amfissa NE 21km, Perdikobrisi",1
"Greece:Fokida, Delphi to Arachova road",1
"Greece:Fokida, Itea",1
"Greece:Fokida, Parnassos oros",1
Greece:Fournoi island SW of Samos,1
Greece:Francthi cave,1
Greece:Fthiotida,1
Greece:Fthiotida (Tithorea),1
"Greece:Fthiotida, Anthili Campos",1
"Greece:Fthiotida, Phtiotis, Central Greece",1
"Greece:Fthiotis, Othrys, Dhivri, 1991",1
"Greece:Fthiotis, Parnass",1
Greece:Georgioupolis (Krete),1
"Greece:Giouchtas Mt., Archanes, Crete",1
Greece:Glaropounda,1
Greece:Gouves,1
Greece:Grammos,1
"Greece:Gramos Mts, N of Epano Arena",1
"Greece:Granitis, Drama",1
Greece:greater Athens area,1
Greece:Greek Balkan,1
"Greece:Grevena district, Spileo N 0.5 km",1
"Greece:Grevena district, Spileo W 0.5 km",1
"Greece:Griechenland, Umg.Plataria, Plataria, Agias Paraskevis",1
Greece:Gulf of Korinth,1
"Greece:Hania, Kriti, Afrata, rocks at beach, alt., 5 m",1
"Greece:Hania, Kriti, Agios Nektarios 0.5 km towards Sellia, road border and rocks, alt., 80 m",1
"Greece:Hania, Kriti, Amigdalokefali 2.5 km towards Elos, road border, alt., 510 m",1
"Greece:Hania, Kriti, Anopoli 2.5 km towards Chora Sfakion (Chora Sfakion 7.4 km towards Anopoli), rocky slope, alt., 420 m",1
"Greece:Hania, Kriti, Elafonisos, rocky slope, alt., 5 m",1
"Greece:Hania, Kriti, Hania towards Rethimnon (New Road), rocky slope at branch towards Souda above Taverna, alt., 50 m",1
"Greece:Hania, Kriti, Kaliviani 2 km towards Balos, rocky slope, alt., 10 m",1
"Greece:Hania, Kriti, Kournas 1 km towards Georgioupoli, road border, alt., 150 m",1
"Greece:Hania, Kriti, Kournas, rocky slope at the NW end of lake, alt., 20 m",1
"Greece:Hania, Kriti, Koutsomatados, walking path from taverna Panorama to cave Agia Sofia (dry grassland), alt., 300 m",1
"Greece:Hania, Kriti, Mesavlia 1.8 km towards Chania, rocks, alt., 630 m",1
"Greece:Hania, Kriti, Moni Katholiko towards Moni Gouvernetou, alt., 140 m",1
"Greece:Hania, Kriti, Paleochora 0.5 km towards Chania, rocks at the S end of the gorge, alt., 20 m",1
"Greece:Hania, Kriti, Paleochora 1.5 km towards Koundoura, rocks at shore, alt., 2 m",1
"Greece:Hania, Kriti, Paleochora 2.5 km towards Chania, rocky slope at branch towards Sougia, alt., 80 m",1
"Greece:Hania, Kriti, Paleochora, 9 km W of, rocks at beach, alt., 5 m",1
"Greece:Hania, Kriti, Theriso 2.4 km towards Drakona (Drakona 5.6 km towards Theriso), rocky slope, alt., 700 m",1
Greece:Hanya (Creta),1
"Greece:Harakas province, Crete island",1
"Greece:Hellas, Peloponisos, 5 km South of Monemvasia",1
Greece:Heraklia Island,1
Greece:Heraklio,1
"Greece:Heraklion Province, Crete",1
"Greece:Hersonisos province, Crete Island",1
"Greece:Houdetsi, Heraklion Province, Crete",1
Greece:Igomenitia,1
"Greece:Igoumenitsa, G. Manganelli leg. 6.5.2000",1
"Greece:Ikaria Island, Perdiki",1
"Greece:Ikaria, Kastro Nikarias",1
"Greece:Ikaria, SW of Chrisostomos",1
"Greece:Ilia, Olympia, archeological site",1
"Greece:Ilias, Krestena",1
"Greece:Imathia, Vermio Mt., Koutsoufliani",1
"Greece:Imathias, a summit ca. 6 km S of Ano Grammatiko, 21.9305555555556degrees E, 40.6463888888889degrees N",1
"Greece:Imeros, Komotini",1
Greece:Immitos,1
"Greece:Ioanina, Monodendri",1
"Greece:Ioannina, 4 km SW Geroplatanos",1
"Greece:Ioannina, Ano Pedina",1
"Greece:Ioannina, Grammos Mts, Amarandos, 2 km S",1
"Greece:Ioannina, Kapesovo 0,9 km NNE",1
"Greece:Ioannina, Konitsa",1
"Greece:Ioannina, Konitsa E 1km",1
"Greece:Ioannina, Konitsa E 24km, Distrato NE 3km",1
"Greece:Ioannina, Konitsa S 15km, Vradeto NE 1km",1
"Greece:Ioannina, Lake Pamvotis",1
"Greece:Ion, mount Pindos, Agia Paraskevi 2 km W",1
"Greece:Ionian Islands, Cephalonia, Mt Aenos",1
Greece:Ionion,1
"Greece:Ipiros, Amfithea",1
"Greece:Ipiros, Ekali, Karyes",1
"Greece:Ipiros, Ioannina, Mt. Smolikas above Pades",1
"Greece:Ipiros, Ioannina, N of Metsovon",1
"Greece:Ipiros, Ioannina, Timfi Mt. above Vikos Park",1
"Greece:Ipiros, Katsanochoria, Kalentzi",1
"Greece:Ipiros, Konitsa area below Tymphi",1
"Greece:Ipiros, Peristrei Mts. S. Metsovo",1
"Greece:Ipiros, Rodotopi",1
"Greece:Ipiros, Thesprotia, 5 km NW of Paramithia",1
"Greece:Ipiros, Votonossio",1
"Greece:Irakleio, Pachia Ammos",1
"Greece:Iraklion, Kriti, Ano Archanes, Giouchtas mountain top, alt., 800 m",1
"Greece:Iraklion, Kriti, Ano Kapetaniana 3.5 km towards Agios Ioannis, calcareos rocks, alt., 530 m",1
"Greece:Iraklion, Kriti, Ano Kapetaniana 4.7 km towards Agios Ioannis, rocky slope, alt., 370 m",1
"Greece:Iraklion, Kriti, Ano Kapetaniana 7 km towards Agios Ioannis, rocky slope, alt., 120 m",1
"Greece:Iraklion, Kriti, Ano Viannos 1 km towards Mirtos, road border and rocks, alt., 600 m",1
"Greece:Iraklion, Kriti, Kamares 2 km towards Lochria, road border, alt., 530 m",1
"Greece:Iraklion, Kriti, Listaros 1 km towards Moni Odigitrias (Moni Odigitrias 3 km towards Listaros), rocky slope, alt., 200 m",1
"Greece:Iraklion, Kriti, Moni Gorgolani near Kato Asites, rocks 100 m above, alt., 530 m",1
"Greece:Iraklion, Kriti, Moni Odigitrias 2 km towards Kali Limenes (Kali Limenes 5.3 km towards Listaros), rocky slope, alt., 150 m",1
"Greece:Iraklion, Kriti, Sikologos 2.0 km towards Mirtos, road border and rocks, alt., 470 m",1
"Greece:Iraklion, Kriti, Tefeli 0.5 km towards Pirgos, bushy slope, alt., 420 m",1
"Greece:Iraklion, Kriti, Timbaki, Agia Triada, bushes, alt., 50 m",1
"Greece:Iraklion, Kriti, Tombrouk 0.5 km towards Vathianos Kampos, rocky slope, alt., 20 m",1
"Greece:Isla de Limnos, Castillo",1
Greece:Island of Corfu,1
"Greece:Island of Crete, locality not available",1
Greece:Island of Gavdos,1
"Greece:Island of Kos, locality not available",1
Greece:Island of Megisti,1
"Greece:Island of Rhodes, Kritinia",1
Greece:island of Sapienza,1
Greece:Ivira,1
Greece:Joannina,1
"Greece:Kala Limania, Heraklion Province, Crete",1
Greece:Kalamas R. Neraida,1
"Greece:Kalamata, natural products store",1
"Greece:Kalamatas, Peloponnesus",1
Greece:Kalambaka,1
"Greece:Kalambaka, Thessalia",1
"Greece:Kalambaka, Thessalia near Pindo Mts.",1
Greece:Kalamitsi,1
Greece:Kalanistra,1
Greece:Kalathion Oros,1
Greece:Kalavrita (Pelopennes),1
"Greece:Kalavrita, Peloponnesus",1
"Greece:Kalavryta, Diakofto",1
"Greece:Kallikomon, Peloponnesus",1
"Greece:Kalogria env., Achaia prov.",1
Greece:Kalohori Thessaloniki,1
"Greece:Kalohori, Thessaloniki",1
"Greece:Kalpaki, Vellas karstic spring",1
Greece:Kalymnos,1
Greece:Kalyvia Attica,1
Greece:Kamena Vourla Greece,1
"Greece:Kamilari, Crete",1
"Greece:Kamilari, Heraklion Province, Crete",1
Greece:Kaminia,1
"Greece:Kaphallonia, Bay of Argostoli",1
Greece:Kares,1
Greece:Karpathos isl. Kato Lefkos env.,1
"Greece:Karpathos Island, Mesochori to Piles",1
"Greece:Karpathos, E of Pigadia",1
"Greece:Karpathos, Kali Limni",1
"Greece:Karpathos, Kira Panagia",1
Greece:Karpenisi ESE 9km: Timfristos,1
"Greece:Karpenisis, Timfistos Mt",1
Greece:Karphathos,1
Greece:Karya Olympos,1
Greece:Kastellorizo,1
"Greece:Kastelorizo Island, Palaiokastro",1
"Greece:Kastoria, Mt. Voio, Eptachori",1
"Greece:Kastoria, Smesta",1
"Greece:Kastorias, Gramos",1
"Greece:Kastrosikia Beach, Central Greece",1
"Greece:Katastari, Island of Zakynthos (Zante)",1
Greece:Kato Fira,1
Greece:Kato Gefira Thessaloniki,1
Greece:Kato Kufonisi,1
Greece:Kato Souli,1
Greece:Kato Vlassia (Kalamata province),1
"Greece:Kato Vlassia, Kalamata province",1
Greece:Katohi,1
Greece:Katzika,1
Greece:Kavala prefecture,1
"Greece:Kavala, Aegean Sea coast",1
Greece:KavALla,1
"Greece:Kea Island, Sklavonikolas",1
"Greece:Kea, Dihala Sklavou",1
"Greece:Kefallinia, Minia",1
Greece:Kefalovriso,1
Greece:Kelli,1
"Greece:Kendriki Makedonia, Alistrati, Lefkothea",1
"Greece:Kendriki Makedonia, Asprovalta",1
"Greece:Kendriki Makedonia, Mitroussio",1
"Greece:Kephalonia, Kephalonia, Vlachata, Poriarata W 1 km",1
"Greece:Kephalonia, North side Ainos Oros",1
Greece:Kera province,1
Greece:Keramoti,1
Greece:Kerasia,1
"Greece:Kerasias spring, Sivros, Lefkas Island",1
"Greece:Kerassia Edessis, Macedonia",1
Greece:Kerkira,1
"Greece:Kerkira, Ag.Douli",1
"Greece:Kernitsa, Achaia, Peloponnessus",1
"Greece:Kesariani Monastery, Imitos Mts. near Athens",1
Greece:Kessariani,1
"Greece:Kessariani Monastery, Athens",1
Greece:Khios Island,1
Greece:Kiffisia,1
"Greece:Kiffissia, Attica",1
Greece:Kifissios River basin,1
"Greece:Kilkis (cultivation, seeds from Mt. Olympos)",1
"Greece:Kilkis, Central Macedonia",1
"Greece:Kilkis, cultivation",1
"Greece:Kilkis, Sfendami Pieria",1
Greece:Kimolos,1
Greece:Kimolos Island,1
Greece:Kirinthos,1
Greece:Kisavos Forest,1
"Greece:Kithira Island, Agia Sofia Cave",1
Greece:Kitriani,1
Greece:Kleidonia S 2 km,1
"Greece:Kleitos, Northern Greece",1
"Greece:Klenia, Agrolis",1
"Greece:Klenia, Corinthia, Peloponnessos",1
Greece:Koazni,1
Greece:Kokitos,1
"Greece:Komotini, Trace",1
"Greece:Konitsa NE 17km, Ag. Paraskevi",1
Greece:Konitsa SSE 8km: Mikro Papingo,1
Greece:Konitsis Elefthero Distrato,1
"Greece:Korea, Meliti, Vevi",1
Greece:Korfu,1
"Greece:Korfu Is., Perivoli",1
"Greece:Korfu Island, Korision",1
"Greece:Korfu Island, Vatos",1
"Greece:Korfu, Korision",1
"Greece:Korfu, Lakones, Paleokastritsa Berg Arakli",1
"Greece:Korfu, Pyrrgi, ipsos Hotla Marilena",1
Greece:Korinthia (Korinthos),1
Greece:Korinthia 2017,1
Greece:Kos drainage,1
"Greece:Kos Island, Antimacheia",1
"Greece:Kos Island, Chrysi Akti",1
"Greece:Kos Island, Kefalos, Ag. Theologos",1
"Greece:Kos, locality not known",1
"Greece:Kos, Marmarovuni",1
"Greece:Kotili, Oros Likeo",1
Greece:Kotsoumiti Island,1
"Greece:Kozani Voio Mt., Agios Sotiras",1
"Greece:Kozani, Agios Charalampos",1
"Greece:Kozani, Exarhos",1
"Greece:Kozani, Pavliani",1
"Greece:Kozani, Pindos Mts, Drepano E, ca. 5 km E village, near cross on hill",1
"Greece:Kozani, Skiti",1
"Greece:Kreta W, Levka Ori, Imbros, above the Imbros Gorge",1
"Greece:Kreta, Agios Georgios_460",1
"Greece:Kreta, Ano Saktouria",1
"Greece:Kreta, Eparchia Ierapetras, 1,5 km W Strasse Kavousi Tholos,",1
"Greece:Kreta, Fassastal, ueb. Langos_400",1
"Greece:Kreta, Frangokastello, Flussdelta/Kiesstrand",1
"Greece:Kreta, Heraklion",1
"Greece:Kreta, Kalamonitestal, unt. Nea Roumata",1
"Greece:Kreta, Kissou Kampos",1
"Greece:Kreta, Kournas",1
"Greece:Kreta, Kournos See, Prov. Rethimnon",1
"Greece:Kreta, Lasithi",1
"Greece:Kreta, Lefka Ori, Askifou",1
"Greece:Kreta, Moni Arkadiou",1
"Greece:Kreta, Nomos, Chanion, Eparchia Apokoronou, Limni Kourna",1
"Greece:Kreta, Perivolakia Schlucht",1
"Greece:Kreta, Platanias am Xekollimenos",1
"Greece:Kreta, Rethymnon, Kouroutes",1
"Greece:Kreta, Sitia",1
"Greece:Kreta, Spili n. Gerakari",1
Greece:Kreta/Erimopolis,1
Greece:Kreta/Lukia,1
"Greece:Krinides, Kavala",1
Greece:Krit,1
"Greece:Kriti, Asfendos, Akifou",1
"Greece:Kriti, Hania, Agios Ioannis, rocky slope",1
"Greece:Kriti, Hania, Amigdalokefali 2.5 km towards Elos, road border",1
"Greece:Kriti, Hania, Chora Sfakion 2.7 km towards Askifou, rocky slope at branch towards Frangokastello",1
"Greece:Kriti, Hania, Elafonisos, rocky slope",1
"Greece:Kriti, Hania, Komitades 0.2 km towards Chora Sfakion, rocky slope and road border",1
"Greece:Kriti, Hania, Koustogerako 1.8 km towards Sougia, road border at rocks",1
"Greece:Kriti, Hania, Paleochora 9 km W of, rocks at beach",1
"Greece:Kriti, Hania, Skaloti 0.6 km towards Sellia, road border",1
"Greece:Kriti, Ida mountains, 8km N Anohia",1
"Greece:Kriti, Iraklion, Amiras 0.5 km towards Arvi, road border",1
"Greece:Kriti, Iraklion, Chondros 2.8 km towards Arkalohori, bushy slope",1
"Greece:Kriti, Iraklion, Gergeri 1.5. km towards Anogia, rocky slope",1
"Greece:Kriti, Iraklion, Gonies 4.8 km towards Tzermiado, rocky feald",1
"Greece:Kriti, Iraklion, Kastri 3.3 km towards Chondros, road border",1
"Greece:Kriti, Iraklion, Lendas, rocky slope W of",1
"Greece:Kriti, Iraklion, Listaros 1 km towards Moni Odigitrias (Moni Odigitrias 3 km towards Listaros), rocky slope",1
"Greece:Kriti, Iraklion, Malia 3 km towards Krasi, rocky slope",1
"Greece:Kriti, Iraklion, Martha 1.5 km towards Ano Viannos, small gorge (3.5 km W of western bifurcation to Chondros)",1
"Greece:Kriti, Iraklion, Miamou 2.5 km towards Lendas, road border and rocks at branch towards Krotos",1
"Greece:Kriti, Iraklion, Miamou 6.8 km towards Lendas, road border",1
"Greece:Kriti, Iraklion, Mithi 4.4 km towards Ano Viannos, road border at rocky slope",1
"Greece:Kriti, Iraklion, Tefeli 0.5 km towards Pirgos, bushy slope",1
"Greece:Kriti, Iraklion, Tsilalia 1.4 km towards Paleochora, bushy slope",1
"Greece:Kriti, Lasithi, Anatoli 0.5 km towards Kalamafka (Kalamafka 4.3 km towards Anatoli), rocks",1
"Greece:Kriti, Lasithi, Anatoli 4.2 km towards Males, rocky slope",1
"Greece:Kriti, Lasithi, Exo Potami 0.6 km towards Neapoli, rocky slope",1
"Greece:Kriti, Lasithi, Kalamafka 1.5 km towards Anatoli, road border and rocks",1
"Greece:Kriti, Lasithi, Kalivitis 3.9 km towards Orino, road border and rocky slope",1
"Greece:Kriti, Lasithi, Kalo Chorio 1.8 km towards Prina, road border at sandstone rocks",1
"Greece:Kriti, Lasithi, Kritsa 1 km towards Kroustas, rocks at road",1
"Greece:Kriti, Lasithi, Kritsa 1.5 km towards Kroustas, road border and rocks",1
"Greece:Kriti, Lasithi, Kroustas 1.5 km towards Prina, rocky slope",1
"Greece:Kriti, Lasithi, Meseleri 1.7 km towards Makrilia, road border",1
"Greece:Kriti, Lasithi, Nikifordion 3 km towards Agios Nikolaos, rocky slope at pass",1
"Greece:Kriti, Psiloriti, Lohria",1
"Greece:Kriti, Rethimni, Agia Galini towards Timbaki 0.5 km SE of branch towards Amari, slope with conglomerate rocks",1
"Greece:Kriti, Rethimni, Amari 0.3 km towards Meronas, road border",1
"Greece:Kriti, Rethimni, Apodoulou 0.5 km towards Fourfouras, rocky slope",1
"Greece:Kriti, Rethimni, Apodoulou 3.9 km towards Agia Galini, rocky slope",1
"Greece:Kriti, Rethimni, Archea Eleftherna, 3km S of (along small road)",1
"Greece:Kriti, Rethimni, Gerakari, rocks at the W end",1
"Greece:Kriti, Rethimni, Gerakari, rocks at the W end of",1
"Greece:Kriti, Rethimni, Kambou Doxarou 3.3 km towards Moni Vosakou, rocky slope",1
"Greece:Kriti, Rethimni, Kanevos 1 km towards Sellia, N end of the Farangi Kotsifou",1
"Greece:Kriti, Rethimni, Kouroutes 1 km towards Nithavris, road border",1
"Greece:Kriti, Rethimni, Kria Vrisi 0.4 km towards Akoumia, rocky slope and road border",1
"Greece:Kriti, Rethimni, Platania 2.8 km towards Vistagi, road border",1
"Greece:Kriti, Rethimni, Vrises, road border at rocks",1
"Greece:Kriti, West, Lefka Ori Mts, Asfendos",1
"Greece:Kriti: Hania: Afrata: rocks at beach, alt.:5 m",1
"Greece:Kriti: Hania: Agios Nektarios 0.5 km towards Sellia: road border and rocks, alt.:80 m",1
"Greece:Kriti: Hania: Amigdalokefali 2.5 km towards Elos: road border, alt.:510 m",1
"Greece:Kriti: Hania: Anopoli 2.5 km towards Chora Sfakion (Chora Sfakion 7.4 km towards Anopoli): rocky slope, alt.:420 m",1
"Greece:Kriti: Hania: Elafonisos: rocky slope, alt.:5 m",1
"Greece:Kriti: Hania: Hania towards Rethimnon (New Road): rocky slope at branch towards Souda above Taverna, alt.:50 m",1
"Greece:Kriti: Hania: Kalamos 0.4 km towards Kantanos: road border, alt.:220 m",1
"Greece:Kriti: Hania: Kalathas: gorge above the beach, alt.:0 m",1
"Greece:Kriti: Hania: Kaliviani 2 km towards Balos: rocky slope, alt.:10 m",1
"Greece:Kriti: Hania: Kaliviani 5.5 km towards Balos, alt.:130 m",1
"Greece:Kriti: Hania: Kournas 1 km towards Georgioupoli: road border, alt.:150 m",1
"Greece:Kriti: Hania: Kournas: rocky slope at the NW end of lake, alt.:20 m",1
"Greece:Kriti: Hania: Koutsomatados: walking path from taverna Panorama to cave Agia Sofia (dry grassland), alt.:300 m",1
"Greece:Kriti: Hania: Limin Kavounisou: rocks and road border, alt.:1 m",1
"Greece:Kriti: Hania: Mesavlia 1.8 km towards Chania: rocks, alt.:630 m",1
"Greece:Kriti: Hania: Mournies towards Nerokouros: rocks at road 0.5 km S of branch towards Malaxa, alt.:90 m",1
"Greece:Kriti: Hania: Paleochora 2.5 km towards Chania: rocky slope at branch towards Sougia, alt.:80 m",1
"Greece:Kriti: Hania: Paleochora 2.7 km towards Koundoura: rocks at shore, alt.:2 m",1
"Greece:Kriti: Hania: Paleochora, 9 km W of: rocks at beach, alt.:5 m",1
"Greece:Kriti: Hania: Platanos 3 km towards Falassarna (from junction in Platanos), alt.:65 m",1
"Greece:Kriti: Hania: Rodovani 2 km towards Sougia: rocky slope, alt.:420 m",1
"Greece:Kriti: Hania: Sougia 0.3 km from harbour towards Moni (bus route): rocky slope, alt.:10 m",1
"Greece:Kriti: Hania: Stavros: rocky slope E of, alt.:20 m",1
"Greece:Kriti: Iraklion: Ano Archanes: Giouchtas mountain top, alt.:800 m",1
"Greece:Kriti: Iraklion: Ano Kapetaniana 3.5 km towards Agios Ioannis: calcareos rocks, alt.:530 m",1
"Greece:Kriti: Iraklion: Ano Kapetaniana 4.7 km towards Agios Ioannis: rocky slope, alt.:370 m",1
"Greece:Kriti: Iraklion: Ano Kapetaniana 7 km towards Agios Ioannis: rocky slope, alt.:120 m",1
"Greece:Kriti: Iraklion: Ano Viannos 1 km towards Mirtos: road border and rocks, alt.:600 m",1
"Greece:Kriti: Iraklion: Kali Limenes 1.9 km towards Lendas: small valley, alt.:30 m",1
"Greece:Kriti: Iraklion: Kamares 2 km towards Lochria: road border, alt.:530 m",1
"Greece:Kriti: Iraklion: Lendas 3.2 km E of: rocky slope at sea shore, alt.:10 m",1
"Greece:Kriti: Iraklion: Lendas: rocky slope W of, alt.:20 m",1
"Greece:Kriti: Iraklion: Listaros 1 km towards Moni Odigitrias (Moni Odigitrias 3 km towards Listaros): rocky slope, alt.:200 m",1
"Greece:Kriti: Iraklion: Miamou 2.5 km towards Lendas: road border and rocks at branch towards Krotos, alt.:420 m",1
"Greece:Kriti: Iraklion: Miamou 2.8 km towards Apesokari: road border, alt.:470 m",1
"Greece:Kriti: Iraklion: Moni Gorgolani near Kato Asites: rocks 100 m above, alt.:530 m",1
"Greece:Kriti: Iraklion: Moni Odigitrias 2 km towards Kali Limenes (Kali Limenes 5.3 km towards Listaros): rocky slope, alt.:150 m",1
"Greece:Kriti: Iraklion: Pigedakia 4 km towards Kali Limenes: road border and sandstone, alt.:350 m",1
"Greece:Kriti: Iraklion: Sikologos 2.0 km towards Mirtos: road border and rocks, alt.:470 m",1
"Greece:Kriti: Iraklion: Tefeli 0.5 km towards Pirgos: bushy slope, alt.:420 m",1
"Greece:Kriti: Iraklion: Tombrouk 0.5 km towards Vathianos Kampos: rocky slope, alt.:20 m",1
"Greece:Kriti: Iraklion: Vathianos Kampos 1.5 km towards Tombrouk: rocky slope and road border, alt.:20 m",1
"Greece:Kriti: Iraklion: Vorizia 3.8 km towards Ano Zaros: rocks, alt.:390 m",1
"Greece:Kriti: Lasithi: Agia Fotia 1.7 km towards Palekastro: rocky slope and road border (opposite to abandoned quarry), alt.:30 m",1
"Greece:Kriti: Lasithi: Agia Triada 5 km towards Goudouras: rocky slope, alt.:80 m",1
"Greece:Kriti: Lasithi: Agios Konstantinos 1 km towards Agios Nikolaos, alt.:310 m",1
"Greece:Kriti: Lasithi: Agios Konstantinos: rocks at the S end, alt.:810 m",1
"Greece:Kriti: Lasithi: Ellenika 1 km towards Elounda: wasteland at rocks, alt.:60 m",1
"Greece:Kriti: Lasithi: Itanos 0.9 km towards Plateau NW of: rocky slope, sandstone limestone conglomerate, alt.:60 m",1
"Greece:Kriti: Lasithi: Koutsonari 3 km towards Agios Ioannis: rocks and road border, alt.:250 m",1
"Greece:Kriti: Lasithi: Kritsa 2.6 km towards Lato: ancient ruins, rocky slope, alt.:320 m",1
"Greece:Kriti: Lasithi: Kritsa 5 km towards Avdeliakos: rocky slope, alt.:730 m",1
"Greece:Kriti: Lasithi: Meseleri 1.7 km towards Makrilia: road border, alt.:310 m",1
"Greece:Kriti: Lasithi: Moni Aretion: N of Karidio, alt.:530 m",1
"Greece:Kriti: Lasithi: Moni Kapsa: rocky slope, alt.:20 m",1
"Greece:Kriti: Lasithi: Moni Toplou 0.7 km towards Sitia: small gorge, alt.:130 m",1
"Greece:Kriti: Lasithi: Nikifordion 3 km towards Agios Nikolaos: rocky slope at pass, alt.:1000 m",1
"Greece:Kriti: Lasithi: Pachia Ammos 5 km towards Agios Nikolaos: rocks at road, alt.:60 m",1
"Greece:Kriti: Lasithi: Palekastro 4.3 km towards Vai: small valley below road, alt.:40 m",1
"Greece:Kriti: Lasithi: Palekastro 4.7 km towards Vai: valley below road, alt.:35 m",1
"Greece:Kriti: Lasithi: Pano Chorio 5.1 km towards Thripti: road border below rocks, alt.:400 m",1
"Greece:Kriti: Lasithi: Plaka 0.5 km towards Elounda: rocky slope at sea shore, alt.:0 m",1
"Greece:Kriti: Lasithi: Plaka 2.5 km towards Vrouchas: rocks near cave above road, alt.:130 m",1
"Greece:Kriti: Lasithi: Skordilo 2 km towards Chrissopigi (Chrissopigi 8 km towards Skordilo): rocky slope at branch towards Kria, alt.:580 m",1
"Greece:Kriti: Lasithi: Tapes 2.5 km towards Agios Nikolaos: rocky slope, alt.:400 m",1
"Greece:Kriti: Lasithi: Vai Finikodasos: rocks above the beach, alt.:10 m",1
"Greece:Kriti: Rethimni: Afrates: dry slope E of, alt.:290 m",1
"Greece:Kriti: Rethimni: Agia Galini: road border at branch towards Melampes, alt.:30 m",1
"Greece:Kriti: Rethimni: Akoumia 2 km towards Agia Galini, 0.5 km towards 'Deviation': road border, alt.:460 m",1
"Greece:Kriti: Rethimni: Ano Meros: rocks, alt.:560 m",1
"Greece:Kriti: Rethimni: Anogia 6.5 km towards Ideon Andron: rocky slope above gorge, alt.:1150 m",1
"Greece:Kriti: Rethimni: Apodoulou 3.9 km towards Agia Galini: rocky slope, alt.:220 m",1
"Greece:Kriti: Rethimni: Archea Eleftherna: 3km S of (along small road), alt.:580 m",1
"Greece:Kriti: Rethimni: Gerakari: rocks at the W end, alt.:650 m",1
"Greece:Kriti: Rethimni: Kato Saktouria 4.4 km towards Agios Pavlos: road border, alt.:100 m",1
"Greece:Kriti: Rethimni: Koxare: road border at S end, alt.:270 m",1
"Greece:Kriti: Rethimni: Kria Vrisi 0.4 km towards Akoumia: rocky slope and road border, alt.:450 m",1
"Greece:Kriti: Rethimni: Moni Arkadiou, 3 km towards Thronos: rocky slope N of pass, alt.:600 m",1
"Greece:Kriti: Rethimni: Moni Asomaton 1.2 km towards Vistagi: road border, alt.:400 m",1
"Greece:Kriti: Rethimni: Plakias: N side of the Korifi mountains, alt.:10 m",1
"Greece:Kriti: Rethimni: Platania 0.3 km towards Vistagi: road border, alt.:390 m",1
